stud_no,stud_name,stud_age,stud_degree_program
2006-88488,Spence Toffolini,30,BSCHE
2016-38929,Yasmeen Toogood,27,BSIE
2015-30510,Sydelle Haxby,23,BSEE
2015-30381,Parke Cathesyed,18,BSEE
2015-59037,Regan Healeas,26,BSABE
2015-51161,Ravid Van Dale,21,BSCHE
2006-03630,Seamus Barneveld,27,BSABE
2006-12693,Clair Lyddy,23,BSA
2005-82864,Lenci Vizard,22,BSABE
2016-07561,Bart Lindblom,29,BSEE
2005-80049,Winni Drabble,17,BSABE
2006-49432,Ermengarde Skelhorn,17,BSA
2005-24953,Luelle Olley,22,BSABE
2005-31201,Ingaborg Olexa,17,BSABE
2006-10197,Mufinella Balsdone,29,BSEE
2005-87526,Roderic Bachmann,27,BSCHE
2015-15246,Tierney Bethune,16,BSABE
2005-35026,Reamonn Priest,24,BSABE
2006-94914,Almeria Giacubo,30,BSABE
2006-29691,Alix Yard,19,BSCE
2016-59626,Brendan Cready,16,BSEE
2016-68672,Belita Manus,16,BSCE
2016-01961,Rowe Cabrara,18,BSABE
2006-17284,Fonsie Dundredge,16,BSABE
2005-84740,Karoly Hoyles,22,BSCHE
2005-18797,Devin Dunks,28,BSCHE
2005-22188,Minna Antham,27,BSCHE
2006-81291,Piotr Allibon,28,BSEE
2006-88997,Costanza Iacovazzi,17,BSABE
2005-00478,Allina Millyard,20,BSCHE
2016-63270,Kaile Ayliff,24,BSEE
2015-07887,Ruprecht Deares,27,BSIE
2005-93353,Rosie Buey,17,BSEE
2016-24602,Alphard Murt,23,BSEE
2015-84687,Saw Lambe,21,BSABE
2016-41136,Hussein Crabtree,28,BSABE
2015-45403,Letitia Measey,22,BSCE
2016-96592,Boycie Filoniere,26,BSABE
2006-80662,Lurlene Boykett,29,BSABE
2006-31698,Eloisa Kimmings,28,BSABE
2005-02396,Carena Rustman,29,BSEE
2006-54703,Pavlov MacCarlich,21,BSABE
2015-35100,Moss Tedahl,28,BSABE
2005-50399,Kalila Vallis,25,BSCE
2016-41247,Igor Fenich,22,BSABE
2016-56936,Sibel Desborough,29,BSABE
2015-84563,Kylen O'Fallone,19,BSCE
2005-34832,Riobard Ditter,30,BSABE
2016-37281,Chelsie Burgiss,29,BSABE
2015-93171,Martainn McKeand,27,BSABE
2006-01541,Tracee Shilleto,28,BSCHE
2015-07309,Gretchen Eastcourt,19,BSIE
2005-74317,Marcellus Norcott,27,BSABE
2015-76330,Brigit Avrashin,25,BSEE
2006-19836,Zitella Esley,29,BSABE
2015-69959,Nevin Lowry,29,BSCHE
2005-70902,Darrick Lindelof,29,BSEE
2006-66526,Taylor Sinnie,26,BSABE
2005-83757,Ayn Beadman,26,BSABE
2015-73167,Glennis Trowill,17,BSCHE
2005-68650,Merlina Enrico,18,BSABE
2016-54303,Any Pudney,22,BSCHE
2006-91291,Mil Henrys,16,BSCHE
2016-56346,Carolyn MacElane,19,BSEE
2016-83801,Audrye Caven,28,BSEE
2015-92607,Marissa Phelipeau,23,BSEE
2016-03088,Ilka Patten,28,BSABE
2015-56555,Aleksandr Torrese,19,BSABE
2016-40682,Roslyn Filinkov,28,BSABE
2006-86891,Elsinore Rampley,25,BSABE
2015-74228,Barr Sutcliff,28,BSABE
2006-76470,Natty Kinnen,19,BSABE
2005-06678,Brandais Leipelt,19,BSABE
2015-31984,Judas Govier,21,BSCE
2015-59512,Camellia Byram,23,BSIE
2016-97941,Ashley Catchpole,18,BSCHE
2005-19800,Lyman Torns,20,BSABE
2005-64782,Fernandina Biasini,30,BSCHE
2015-33256,Faydra Harcase,30,BSABE
2015-97857,Elwood Peggram,21,BSABE
2006-91019,Mathe Blunsden,16,BSEE
2015-99824,Chalmers Rousby,21,BSIE
2005-70695,Beatriz Doggett,16,BSEE
2016-97291,Theodora Dudeney,30,BSABE
2015-50936,Amandi Mintram,19,BSIE
2006-73426,Kathe Mabee,17,BSABE
2016-47252,Belva Cronkshaw,27,BSEE
2015-15581,Desirae Treweke,22,BSEE
2006-47669,Shadow Schnieder,28,BSABE
2006-13443,Moses Fibbit,17,BSAGCHEM
2005-41616,Parker Hugonneau,22,BSEE
2005-18441,Angelika Moyes,28,BSEE
2005-14658,Brier Cansfield,27,BSCHE
2006-67989,Chryste Bromont,25,BSABE
2015-28501,Rhodie Jost,26,BSABE
2016-57937,Kelly Gianneschi,27,BSABE
2016-07854,James Littlefair,19,BSEE
2016-12065,Daloris Korf,25,BSCHE
2006-42594,Garnet Sollowaye,20,BSABE
2015-97342,Carlyn Oakes,28,BSIE
2016-37507,Johnna Leng,25,BSABE
2016-61494,Codi Witherup,26,BSFT
2006-16111,Alessandro Shrieves,16,BSIE
2005-38329,Carie Tunstall,19,BSCHE
2016-73540,Charisse Camerati,29,BSCHE
2015-58756,Vinny Bockh,27,BSABE
2015-77678,Vaclav Breed,26,BSFT
2006-89624,Ermanno Benzing,27,BSABE
2005-24493,Glori Tweedlie,28,BSCHE
2006-60031,Aidan Colleford,23,BSABE
2006-09345,Verene Coghlin,30,BSABE
2006-25065,Neely Jordine,23,BSCHE
2006-03670,Reinaldo Pascho,20,BSCHE
2016-92974,Katherine Stoffler,30,BSABE
2005-94198,Amye Penniall,23,BSABE
2005-22410,Lorens Gartshore,20,BSIE
2005-48675,Mira O'Cleary,19,BSABT
2015-46767,Arri Arkwright,29,BSABT
2005-54671,Kelbee Sagar,25,BSCHE
2015-28093,Lindsay Twelves,28,BSABE
2006-59585,Nataline McKmurrie,27,BSABE
2015-60340,Cindi Gurley,18,BSEE
2006-49922,Salomone Gimert,22,BSABE
2015-87105,Felice Ahrens,17,BSCE
2015-12618,Priscella Gatesman,17,BSABE
2006-60443,Fey Rankmore,17,BSABE
2015-69344,Dov Landsborough,24,BSEE
2016-56416,Merrili Birden,18,BSABE
2015-57790,Roger Kubera,30,BSEE
2015-44354,Debera Quinnell,28,BSABE
2015-16915,Eric Mulvihill,22,BSEE
2015-67288,Hadley Nerger,30,BSCHE
2006-73117,Sue Tiffin,27,BSCHE
2015-56773,Nelie Dulwich,23,BSABE
2016-27868,Joane Pirri,20,BSEE
2006-31567,Kelcey Pepperrall,16,BSABE
2015-88938,Rafaelia Hamberston,20,BSABE
2016-15788,Keenan Klimochkin,30,BSEE
2005-68438,Alessandra Kiessel,20,BSABE
2005-27420,Linzy Pomfret,16,BSABE
2016-53828,Helaina Stansfield,17,BSDC
2005-73493,Huntington Pagnin,20,BSCE
2005-31202,Ravi Izhak,24,BSEE
2006-38176,Gertrud Mullally,26,BSABE
2006-06268,Candide Witard,18,BSABE
2006-48195,Babara Davio,21,BSABE
2016-76180,Regen Presho,30,BSIE
2015-01992,Lawton Watkinson,17,BSEE
2006-82594,Jude Bere,27,BSABE
2015-22994,Dawn Bassam,17,BSEE
2015-57408,Henrieta Paffett,28,BSEE
2015-75052,Munmro Bench,19,BSABE
2016-40050,Armstrong Batha,21,BSIE
2015-29782,Elliot O'Dougherty,23,BSABE
2016-24789,Charmian Elder,20,BSCHE
2006-92252,Collette Mazin,30,BSEE
2015-33973,Ivie Brownhill,26,BSEE
2006-85348,Ermin Benedito,19,BSABE
2016-65941,Peadar Bromhead,22,BSABE
2016-35956,Devland Bolding,17,BSABE
2016-30346,Hamel Argrave,16,BSCE
2005-76193,Harald Raunds,24,BSABE
2016-21005,Baxie Shortan,20,BSEE
2015-26170,Zerk Kisby,20,BSABE
2005-52141,Siouxie Rowan,17,BSEE
2006-31542,Brocky Aylen,26,BSABE
2016-42602,Odele Veryard,29,BSABE
2005-80317,Allegra Skade,25,BSEE
2006-73893,Giles Scolli,23,BSEE
2006-38782,Bibi Kenward,22,BSABE
2005-95490,Collete Bigley,18,BSEE
2015-43571,Jourdan McCartan,28,BSABE
2016-16507,Yehudit Alenichicov,30,BSABE
2005-00282,Colman Sinyard,28,BSABE
2005-82007,Lita Boteman,30,BSABE
2005-23800,Elsi Mashal,18,BSABE
2015-35262,Lynsey Lyon,20,BSEE
2006-34209,Eugenie Klees,21,BSABE
2006-65147,Clementia Rainton,16,BSEE
2015-59638,Cordie Balmann,25,BSEE
2006-77697,Cozmo Veldman,16,BSABE
2016-57557,Saunderson Haughian,29,BSABE
2006-26216,Barclay Ayrs,23,BSEE
2016-67207,Jaye Mabbot,26,BSEE
2015-80474,Creighton Igo,19,BSEE
2016-36676,Neill Philpot,28,BSCHE
2016-59610,Dee Queen,23,BSABE
2015-81696,Mellie Bridgman,18,BSIE
2016-69728,Reinold Jarman,23,BSEE
2006-54334,Louella Ciccotto,18,BSABE
2005-42628,Charlie Sowray,22,BSEE
2005-14540,Esdras Whistance,18,BSABE
2015-70766,Ephraim Wheway,16,BSCHE
2015-11186,Hazel Greenhough,21,BSABE
2015-84192,Chanda Ezzle,26,BSABE
2006-63262,Codi Zupo,19,BSABE
2015-25827,Tammara Teggart,29,BSABE
2015-20549,Eduino Darrel,18,BSABE
2006-44402,Umeko Bunch,18,BSEE
2015-29052,Valaria Lawtey,19,BSEE
2005-22472,Cletis Esson,24,BSCHE
2016-96859,Christiano Unstead,22,BSABE
2005-46838,Erek Cawt,30,BSABT
2016-36934,Cristie Dorkens,23,BSABE
2015-27414,Elliot Bernath,29,BSCE
2016-09879,Tye Drinkale,22,BSCHE
2016-64009,Konstantine Beefon,25,BSEE
2005-82835,Mose Calafate,30,BSEE
2015-73296,Maryjo Curreen,24,BSEE
2005-90359,Kale Ianniello,26,BSABT
2006-45585,Eulalie Bleby,22,BSEE
2006-25088,Walton Castelyn,24,BSCHE
2005-64350,Thorpe Lambrook,21,BSCHE
2016-99670,Joela Tassaker,23,BSABE
2015-25301,Tatum Ripley,24,BSCHE
2005-26825,Benjamin Fiddy,30,BSABE
2016-06817,Odey O'Gleasane,16,BSABT
2006-27009,Leanna Sermin,23,BSABE
2005-34042,Barthel Mathers,22,BSABE
2005-37905,Hirsch Jahndel,19,BSEE
2005-59677,Hi Boutwell,27,BSABE
2016-53748,Conroy Dauncey,29,BSABE
2005-79966,Stacee Eley,28,BSABE
2015-32450,Bessie Gruczka,20,BSABE
2006-34357,Raquel Clamp,23,BSIE
2016-85983,Cacilie Brophy,21,BSIE
2006-72915,Nisse Arnull,18,BSABE
2016-81680,Stacey Blaiklock,26,BSABE
2005-21609,Ray Lean,29,BSCHE
2016-54177,Milty Laurie,27,BSCHE
2005-14134,Raquela Gurnell,27,BSABE
2005-36322,Gates O'Regan,19,BSABE
2005-46515,Minna Herreran,20,BSEE
2006-22289,Ania Creenan,20,BSEE
2005-28533,Linnet Boswood,29,BSABE
2006-61716,Binnie Pike,18,BSFT
2015-62828,Georg Mattiacci,29,BSABE
2006-04750,Bev Giacobbo,27,BSCHE
2015-86961,Cal Pickervance,23,BSABE
2005-14131,Donall Nevill,27,BSABE
2016-05760,Dion Farrance,23,BSABT
2016-59013,Melli Deary,21,BSABE
2016-76289,Rosaline Peal,25,BSABE
2016-64420,Kevina Tomblin,29,BSEE
2005-26220,Amelie Bummfrey,16,BSABE
2005-41557,Yance Testo,27,BSABE
2016-50332,Noel Swinn,21,BSABE
2005-18628,Leontine Frift,18,BSEE
2016-92187,Cathrine Scurr,30,BSABE
2005-02413,Kevon Edgeson,28,BSEE
2015-54544,Marijn Zanetti,25,BSEE
2005-62460,Ondrea Gravenell,22,BSABE
2015-96439,Hedwiga McLuckie,29,BSCHE
2016-90452,Germain Dunston,27,BSABE
2005-75162,Sarajane Poplee,25,BSABE
2005-61260,Constancia Menezes,30,BSABE
2015-73811,Carissa Vakhonin,30,BSABT
2016-09684,Lula Swigg,30,BSCHE
2015-35861,Suzanna O' Concannon,19,BSCHE
2015-36261,Richmound Haxell,22,BSEE
2005-53987,Nicoline Nelthrop,29,BSABE
2015-61226,Knox Lund,23,BSEE
2016-20084,Joela Conner,20,BSABE
2005-05389,Codi Codner,21,BSABE
2005-49379,Patrizius Olley,30,BSEE
2006-59990,Parke Jagiello,18,BSCHE
2005-24980,Wald Wadelin,17,BSCE
2015-98650,Shannon Leggitt,21,BSABE
2005-47819,Bernardo Jarmaine,23,BSIE
2015-88616,Winston Gherardelli,26,BSABE
2005-71480,Holly Laffan,22,BSEE
2006-60182,Cornelius Wattam,21,BSABE
2006-67724,Dagny Sheran,19,BSABE
2015-60291,Korella Delgardo,27,BSABE
2005-16978,Joya Glusby,28,BSABE
2005-92551,Angelique Risen,22,BSABE
2006-05637,Tamma Meddings,20,BSABE
2006-88875,Fayre MacGahey,26,BSEE
2006-90921,Melodee Alenichev,16,BSCE
2015-53720,Jesse Hallet,18,BSEE
2015-03957,Anatol Fattori,17,BSEE
2006-16184,Bruis Bladder,19,BSCHE
2006-55499,Hamil Hardington,19,BSCHE
2016-60185,Fowler Dossantos,21,BSABE
2005-68640,Leonardo Suller,21,BSABE
2005-22989,Emmey Brosi,21,BSCE
2005-64604,Nappy Cann,28,BSABE
2015-88331,Arnie Belden,22,BSCHE
2015-25665,Niccolo Wyatt,27,BSIE
2006-19276,Simone Aberkirder,19,BSEE
2015-81129,Mala Bramsom,22,BSEE
2005-59726,Cleon Gayton,23,BSCHE
2006-42722,Dominica Sambell,26,BSABE
2005-97874,Tricia Cathcart,26,BSCHE
2016-38895,Kip Stallybrass,30,BSEE
2006-25566,Dallas Minchella,19,BSABE
2005-88636,Tamiko Brevetor,22,BSABE
2015-21620,Penelope Piniur,16,BSEE
2016-49805,Torrie Semple,25,BSABE
2016-21623,Cathie Fullom,24,BSABE
2006-76691,Jo-ann Tunna,30,BSABE
2006-01753,Clim Rutty,19,BSABE
2006-76448,Tabbitha Strothers,23,BSABE
2015-19073,Adelind Brumhead,30,BSCE
2005-40227,Brittney Walklate,18,BSEE
2016-47462,Morna Jencken,22,BSEE
2006-90747,Martin Woodrough,17,BSIE
2005-11047,Sharl Shaxby,17,BSABE
2005-37962,Zerk Cubin,24,BSCHE
2016-77091,Any Dumingo,24,BSIE
2005-95302,Theobald Antonacci,24,BSABE
2006-33677,Maria Josipovic,16,BSABE
2016-05729,Anallise Elt,19,BSABE
2005-01563,Bernette Burkett,16,BSCHE
2015-37223,Jeanna Breen,20,BSEE
2015-81248,Ryun Lovegrove,23,BSEE
2006-26868,Roobbie Butt Gow,20,BSCHE
2006-83659,Janette McFadyen,24,BSEE
2005-03043,Dillie Dobsons,24,BSABE
2005-60088,Bax Menego,29,BSABE
2005-13856,Carling Whatley,16,BSCHE
2005-13641,Marcellus Godspeede,28,BSEE
2005-51488,Iosep McInility,25,BSEE
2006-98590,Jemie Vaar,28,BSABE
2016-17477,Carissa Bodker,27,BSIE
2015-85170,Morlee Saynor,22,BSEE
2015-67530,Carmita Doche,26,BSABE
2016-27502,Margot Hattersley,20,BSABE
2015-71628,Adler Cudd,25,BSABE
2005-83518,Trefor Poschel,29,BSABE
2016-29827,David Steynor,23,BSABE
2015-06582,Katie Pawley,23,BSABE
2005-74344,Nanon Oglesbee,21,BSABE
2006-63036,Al Savaage,18,BSABE
2016-13340,Fidelio Gage,17,BSABE
2006-05862,Christoffer Durand,30,BSABE
2006-74980,Grantham Wield,16,BSABE
2015-88366,Tallia Abbey,17,BSABE
2006-24481,Loydie Langcaster,25,BSEE
2015-99419,Deanna Antrack,24,BSABE
2016-66016,Corny Brumhead,18,BSABE
2006-42730,Eamon Rowston,22,BSEE
2005-40060,Claudell Clousley,24,BSEE
2016-15098,Bernardo Mughal,28,BSCHE
2006-08398,Hali Dewes,23,BSABE
2015-81300,Jocelin Gretham,21,BSABE
2015-60573,Ringo Kilfedder,23,BSEE
2006-58107,Lindy Jerman,17,BSABE
2015-66647,Bil Goseling,18,BSIE
2015-22205,Riki Stilldale,18,BSABE
2015-33227,Mattie Britee,16,BSABE
2015-55968,Mariellen Rigge,21,BSABE
2015-52787,Tobit Arnowicz,16,BSABE
2005-97636,Jodi Steade,18,BSABE
2016-16969,Bud Glandon,28,BSABE
2006-26068,Eberto Nugent,18,BSABE
2006-95848,Jacques Belle,26,BSABE
2005-73705,Ase Caramuscia,24,BSABE
2006-05607,Jeana Gerhardt,18,BSEE
2006-21111,Babara Chipping,16,BSABE
2005-50347,Melinda Nozzolinii,24,BSCHE
2015-08207,Merill Glanister,16,BSEE
2016-54465,Tallulah Seeborne,28,BSABE
2016-39742,Jaymee Domm,25,BSEE
2015-18138,Ludvig Mulcock,22,BSEE
2006-61291,Berky Cawkwell,23,BSIE
2015-37166,Addie Henzer,27,BSCHE
2006-02618,Vanna McMahon,19,BSEE
2016-68204,Teirtza Langham,29,BSABE
2015-70649,Alisander Barstock,19,BSEE
2006-36587,Lanita Jurgensen,18,BSIE
2015-49332,Klaus Wardel,18,BSABE
2016-86047,Rickie Mooreed,26,BSABE
2005-60348,Vanessa Tanti,16,BSEE
2016-89281,Thatcher Yanshonok,17,BSEE
2005-27906,Ely Harris,19,BSCE
2016-06708,Tris Caldwall,16,BSABE
2013-76488,Nataline Grishkov,21,BSEE
2004-11017,Daron Scraney,23,BSABE
2013-18706,Tresa Germann,23,BSABE
2014-32643,Luz Butterick,18,BSIE
2003-46034,Bron Pheasey,19,BSEE
2003-25486,Lindy Domino,22,BSABE
2013-53002,Donni Duggen,20,BSEE
2004-84336,Chen Botcherby,23,BSABE
2004-57424,Cathleen McGarvie,24,BSABE
2004-12381,Boigie Glassup,23,BSABE
2013-16406,Chiquita Gilliard,20,BSABE
2004-66649,Milo Widdocks,19,BSABE
2004-59426,Anatol Idle,24,BSIE
2003-69725,Augy Leveridge,20,BSEE
2004-33088,Halley Amys,21,BSCHE
2004-43165,Merrill O'Devey,23,BSABE
2014-42490,Laney Constantine,21,BSEE
2004-94123,Ilaire Spinetti,23,BSABE
2003-26380,Chelsae Furlow,18,BSABE
2014-21940,Jillie Eirwin,20,BSABE
2014-23559,Mella Lovatt,20,BSEE
2013-59744,Colene Bithell,23,BSCHE
2013-36205,Tracie Yegorovnin,19,BSABE
2003-95076,Burlie Stern,22,BSEE
2004-32112,Harris Brinson,22,BSABE
2013-85629,Demeter Grazier,24,BSABE
2003-96341,Peta Guterson,22,BSCHE
2004-71559,Anjanette Augar,20,BSEE
2014-91006,Hatty Millea,19,BSABE
2013-71324,Harrison Shurmer,20,BSABE
2004-76847,Tam Farndale,19,BSCE
2004-78671,Lanae Massel,20,BSCHE
2003-97048,Robbi Norewood,22,BSCHE
2004-44936,Cedric Amberger,23,BSABE
2004-18970,Wendie Gorry,19,BSCE
2013-69160,Guinevere Yakovliv,24,BSABE
2013-37731,Mollie Bending,19,BSABE
2004-81152,Carmelle Rable,23,BSABE
2013-98478,Felecia Henkens,19,BSABE
2003-64224,Danika Birkwood,21,BSABE
2004-90054,Bidget Gait,20,BSABE
2004-17514,Enrica Vause,18,BSABE
2003-03435,Cchaddie Paddeley,19,BSEE
2004-41458,Shannon Burgiss,24,BSABT
2014-39416,Amery Conen,21,BSABE
2013-21102,Rorke Wealthall,18,BSABE
2013-29627,Joeann Cottisford,24,BSEE
2013-46893,Ursulina Fealey,18,BSCHE
2004-94267,Sayre Mennell,20,BSEE
2014-42265,Carolina Lewton,24,BSABE
2014-03098,Udall Jiroutek,19,BSIE
2003-24989,Harman Marjot,20,BSABE
2004-25438,Xylia McMackin,21,BSABE
2013-96303,Sasha Goundry,23,BSEE
2003-65527,Rodolphe Defond,20,BSEE
2004-41605,Prudence Dearn,20,BSIE
2014-02556,Elsey Fiddian,19,BSABE
2004-73923,Hasty Heinonen,23,BSABE
2013-48382,Feliza Schermick,20,BSEE
2003-74410,Yasmeen Cream,24,BSEE
2003-19013,Palm Crocker,24,BSEE
2013-71030,Nathanael Spenley,18,BSABE
2004-30181,Leodora Haycock,21,BSABE
2003-39720,Storm Pym,20,BSABE
2003-33168,Malchy Limer,23,BSABE
2003-79620,Dalila Goodrum,24,BSCHE
2004-35437,Briant Pally,22,BSCHE
2014-07683,Mathias Reeks,24,BSABE
2013-89422,Alta Husbands,24,BSABE
2003-18528,Anatol Skone,20,BSEE
2013-73936,Jameson O'Lyhane,22,BSEE
2003-36985,Stormie Winchcum,22,BSABE
2014-81495,Koenraad Bisley,23,BSABE
2014-92819,Lilyan Coomber,21,BSIE
2013-37807,Myrta Bardwall,18,BSEE
2013-90890,Ware Lightoller,24,BSEE
2003-46721,Myriam Loweth,20,BSEE
2013-67344,Shawna Tappor,22,BSABE
2004-92720,Hetti Stoddard,24,BSCHE
2013-09366,Reine Kirkham,19,BSCHE
2003-14118,Estel Fellona,22,BSABE
2004-85486,Joshua Maxwell,19,BSEE
2004-92070,Mariann Hendren,22,BSABE
2014-05248,Ardelia Sloane,22,BSABE
2004-14540,Iggy Harpur,23,BSIE
2014-37040,Vin Lory,23,BSIE
2013-77741,Annetta Trowsdale,21,BSABE
2004-89775,Rudie Headings,22,BSABE
2003-73691,Ber Shipston,20,BSABE
2004-10548,Chelsie Caygill,20,BSABE
2004-84115,Dyna Pietsma,20,BSCHE
2003-58202,Allix Vyel,19,BSABE
2014-10904,Rudolfo Hullin,23,BSABE
2004-47429,Lois Hassey,20,BSABE
2013-26160,Pacorro Liley,22,BSABE
2003-53263,Danika Buller,19,BSEE
2004-29899,Elizabet Killgus,20,BSABE
2014-96116,Matthaeus Deniseau,19,BSABE
2004-09814,Clemence Creech,18,BSCHE
2014-43665,Janette Hasnney,19,BSABE
2014-12392,Sallee Colaton,23,BSCE
2014-26625,Gilda Beurich,20,BSIE
2014-32150,Martica Jodlowski,22,BSCHE
2004-35353,Franky Hiscocks,21,BSEE
2013-68163,Bobbie Kopje,18,BSCHE
2004-13374,Scotty Stodart,23,BSEE
2013-22788,Myranda Chrystie,23,BSEE
2013-09149,Mureil McElwee,23,BSABE
2003-04175,Nevil Oppy,19,BSABE
2014-82915,Scarface Tremmil,21,BSABE
2014-41417,Isiahi Chagg,22,BSCHE
2003-22841,Analiese Ferens,24,BSABT
2004-69451,Delphine Pascall,20,BSABE
2014-77507,Willetta Docwra,23,BSABE
2004-43279,Hakim McVity,19,BSEE
2014-64807,Darwin Oxtaby,19,BSEE
2003-10228,Clem Mylechreest,19,BSEE
2013-19964,Brandy Purrier,24,BSABE
2014-01190,Melesa Langlois,18,BSABE
2003-51118,Mattie Jellings,20,BSABE
2004-91789,Neille Tombling,19,BSABE
2003-55722,Delly Videneev,21,BSCHE
2013-13338,Amitie Deighan,18,BSABE
2003-78369,Odessa Speedy,20,BSEE
2013-24886,Brinn Kemer,20,BSEE
2003-99369,Hayden Hatz,18,BSEE
2014-07531,Myrtie Scroggins,18,BSIE
2003-86732,Bibbye Arr,24,BSEE
2004-08429,Dwayne Lamball,21,BSIE
2003-29590,Rosella Okenden,19,BSABE
2003-01345,Keelby Crumpe,19,BSEE
2013-03389,Felecia Nelissen,20,BSABE
2013-07101,Phaidra Popple,21,BSCHE
2013-26885,Diane Richings,21,BSEE
2014-93297,Winny Cumberland,24,BSABE
2013-74929,Thomasina Molder,24,BSABE
2003-30881,Diane McRuvie,21,BSEE
2003-13486,Ave Gegay,21,BSIE
2013-04187,Eirena Kyndred,20,BSEE
2003-35818,Granger Harrisson,20,BSABE
2013-33337,Ancell Huncoot,18,BSABE
2003-72414,Herby Spaven,18,BSEE
2003-28026,Laurent Shipcott,20,BSEE
2004-42049,Neala Ascough,21,BSABE
2003-30580,Glyn Pettigree,19,BSABE
2013-39503,Marc Canario,18,BSEE
2003-39221,Jordon Crampin,24,BSEE
2013-34647,Grove Diegan,19,BSEE
2014-54233,Meta Rydeard,18,BSEE
2003-99654,Izabel Romayne,24,BSCHE
2013-38683,Rahel Ogle,23,BSCHE
2004-76542,Hedvig Lanchbery,21,BSABT
2014-46405,Beatrix Bowling,24,BSABT
2013-15241,Amelia Aynsley,19,BSABE
2003-61806,Matthew Attoc,18,BSABE
2014-17859,Blake Walne,18,BSABE
2003-41464,Cristobal Wressell,24,BSIE
2014-54472,Corliss Le Blond,23,BSABE
2003-03678,Chase Cleator,21,BSABE
2003-42233,Chrystel Roiz,19,BSABE
2014-77499,Reba Jeffs,23,BSABE
2004-76581,Wittie Jedraszczyk,21,BSABE
2014-12520,Marget Hutcheson,18,BSABE
2004-50341,Leora Lenox,20,BSFT
2004-92266,Valeda Tindle,23,BSABE
2014-94649,Siobhan Breming,18,BSA
2014-25403,Hermann Landsbury,22,BSABE
2003-03292,Fulton Fundell,20,BSEE
2004-58609,Raviv Keywood,22,BSCHE
2013-37815,Chandal Conaghy,21,BSEE
2003-70810,Cecil Paddingdon,22,BSABE
2004-34158,Cassandra McGillecole,18,BSCE
2013-06808,Carolyn Scarrisbrick,23,BSABE
2014-96346,Perri Priden,18,BSABE
2003-45219,Nixie Siemens,19,BSABE
2013-27822,Rick Petrie,24,BSEE
2003-62636,Mandie Houlahan,24,BSABE
2003-32785,Darline Paik,22,BSABE
2004-49383,Fletch Keave,19,BSCHE
2003-98349,Celene Trahmel,20,BSABE
2003-52423,Boy Dametti,20,BSEE
2003-79278,Thelma Houlworth,20,BSDC
2013-24292,Calida Orgen,20,BSABE
2004-04466,Veronika Rouke,20,BSABE
2014-91710,Dermot Hame,22,BSCE
2003-81626,Ardeen Filipchikov,23,BSABE
2013-50957,Wash McCritchie,21,BSABE
2003-71125,Otes Mullins,22,BSCE
2004-95603,Hollyanne Buglar,24,BSABE
2004-94303,Randy Kestle,20,BSABE
2013-48156,Millisent Singleton,24,BSCHE
2014-67381,Vale Rhoades,22,BSABE
2004-45723,Jessamyn Croshaw,19,BSABE
2013-90307,Penrod Gommes,21,BSIE
2013-88770,Vonny Doodson,18,BSCHE
2014-27820,Nata Ferriere,21,BSEE
2013-00048,Amaleta Hatt,23,BSCHE
2004-46623,Gelya Eyckelberg,23,BSABE
2014-19507,Abran Benbrick,21,BSEE
2003-98102,Milo Eason,21,BSCHE
2004-51729,Nanni Boner,18,BSABE
2013-99451,Kippy Clowton,24,BSABE
2004-18231,Lurline Swatheridge,22,BSCHE
2014-05917,Zora Merton,18,BSABE
2003-41419,Stacy Stanley,23,BSABE
2014-81170,Latrena Glasspoole,19,BSABE
2004-96974,Giffie Jerrard,20,BSEE
2004-20414,Nevile Kilshall,20,BSABE
2004-61324,Victor Enderwick,24,BSEE
2004-59717,Elle Shayes,21,BSABE
2014-23677,Griswold Brickham,23,BSABE
2003-87385,Brendan Gricewood,19,BSABE
2004-20760,Adoree Walklot,18,BSEE
2013-27520,Robbie Charpling,18,BSCHE
2004-40833,Annadiana Bachellier,24,BSCE
2003-85838,Katrina Grace,21,BSABE
2004-04476,Kingsley Riddock,19,BSABE
2003-08799,Radcliffe See,22,BSABE
2014-41676,Zeb Klishin,23,BSABE
2014-44202,Karisa McCallum,22,BSABE
2003-14787,Helaina Dobbson,19,BSEE
2004-73640,Morton Kohn,18,BSCHE
2013-97649,Ellette McCray,22,BSEE
2013-59892,Devlen Flatman,18,BSCE
2003-82598,Jermayne Guye,21,BSIE
2013-52048,Casper Tee,22,BSABE
2013-92384,Irvine Windebank,19,BSABE
2003-54312,Mickey Cardello,21,BSIE
2004-40894,Brigham Andreolli,22,BSCHE
2013-79828,Margo Graysmark,22,BSABE
2004-38990,Crosby Rodinger,22,BSEE
2004-88156,Amalle Besemer,18,BSABE
2003-34209,Norina Howle,23,BSEE
2004-77434,Vivie Paulsson,23,BSEE
2004-22478,Steward Guppie,20,BSEE
2013-65701,Stavros Bamber,19,BSABE
2014-51862,Aloysia Dumphreys,18,BSEE
2013-68830,Darla Pidgeon,22,BSABE
2003-50238,Colman Secombe,24,BSABE
2004-19694,Clemmy Jindracek,21,BSEE
2004-50081,Kylila Realff,24,BSABE
2004-01412,Melony Matthaus,19,BSABE
2003-23625,Lucine Maycock,21,BSABE
2013-81810,Tabor Rutty,22,BSABE
2014-30681,Nichols Bullock,22,BSEE
2014-05733,Cori Mycock,22,BSEE
2013-21092,Jeralee Trayhorn,18,BSEE
2014-94209,Jessie Varley,23,BSABE
